account_no,amount,location,transaction_count,transaction_type,device_type,is_new_location,is_fraud
ACC6303,175720,Quetta,2,Payment,Desktop,0,0
ACC9575,162889,Karachi,2,Transfer,ATM,0,0
ACC2055,19299,Islamabad,7,Withdrawal,Desktop,0,0
ACC8980,670762,Quetta,36,Transfer,POS,1,1
ACC1516,814457,Lahore,38,Payment,Desktop,0,1
ACC2803,403180,Islamabad,29,Transfer,Mobile,1,1
ACC7604,50156,Karachi,3,Withdrawal,Mobile,0,0
ACC8662,94791,Lahore,4,Deposit,Desktop,0,0
ACC1391,50206,Peshawar,4,Deposit,Mobile,0,0
ACC4497,89706,Karachi,5,Transfer,ATM,0,0
ACC5779,48489,Quetta,1,Deposit,Desktop,0,0
ACC8804,33711,Karachi,3,Withdrawal,Mobile,0,0
ACC4237,193708,Peshawar,9,Withdrawal,Desktop,0,0
ACC4132,56872,Peshawar,4,Transfer,POS,0,0
ACC8072,160479,Karachi,9,Payment,Desktop,0,0
ACC9122,149954,Peshawar,9,Transfer,Desktop,0,0
ACC5540,56679,Peshawar,8,Payment,ATM,0,0
ACC7606,61861,Islamabad,2,Transfer,Mobile,0,0
ACC8756,56297,Islamabad,5,Transfer,Desktop,0,0
ACC2154,83641,Lahore,5,Transfer,Mobile,0,0
ACC5296,63627,Karachi,8,Payment,ATM,0,0
ACC9465,379197,Quetta,27,Transfer,Mobile,1,1
ACC4190,19773,Islamabad,8,Withdrawal,Desktop,0,0
ACC7046,112569,Karachi,2,Deposit,POS,0,0
ACC3349,21406,Lahore,7,Deposit,Desktop,0,0
ACC1760,118862,Peshawar,6,Transfer,ATM,0,0
ACC9723,42971,Islamabad,1,Transfer,Mobile,0,0
ACC6058,87166,Lahore,6,Payment,Mobile,0,0
ACC3502,190182,Karachi,9,Withdrawal,Desktop,0,0
ACC5345,96535,Quetta,3,Deposit,ATM,0,0
ACC5713,107950,Karachi,8,Withdrawal,ATM,0,0
ACC6963,134672,Quetta,4,Deposit,POS,1,0
ACC8478,79876,Quetta,3,Deposit,Desktop,0,0
ACC3843,120035,Lahore,8,Payment,Mobile,1,0
ACC7031,115884,Karachi,8,Deposit,Mobile,1,0
ACC4959,86425,Karachi,6,Withdrawal,ATM,0,0
ACC4147,42788,Karachi,3,Transfer,POS,0,0
ACC5016,113464,Islamabad,6,Transfer,ATM,0,0
ACC3735,144487,Peshawar,8,Withdrawal,Mobile,0,0
ACC5702,586417,Quetta,29,Payment,POS,0,1
ACC6875,49825,Karachi,7,Payment,Mobile,0,0
ACC9037,154248,Quetta,6,Withdrawal,Desktop,0,0
ACC1741,56224,Islamabad,1,Withdrawal,Desktop,1,0
ACC2874,39306,Islamabad,3,Payment,ATM,0,0
ACC8348,114358,Peshawar,3,Deposit,POS,0,0
ACC8180,51356,Lahore,9,Deposit,POS,1,0
ACC3475,63660,Lahore,9,Withdrawal,POS,0,0
ACC9969,41332,Islamabad,2,Transfer,Desktop,0,0
ACC7136,136532,Peshawar,7,Payment,Desktop,0,0
ACC5736,117270,Lahore,2,Transfer,POS,1,0
ACC7702,171515,Karachi,7,Deposit,Desktop,0,0
ACC9465,14124,Islamabad,1,Withdrawal,POS,0,0
ACC8456,169905,Peshawar,1,Payment,Mobile,0,0
ACC3594,101033,Islamabad,7,Deposit,Desktop,0,0
ACC6971,23321,Peshawar,2,Payment,Desktop,0,0
ACC5334,521150,Karachi,43,Payment,POS,1,1
ACC2361,154643,Karachi,2,Transfer,POS,0,0
ACC7804,99203,Quetta,9,Deposit,POS,1,0
ACC5223,100695,Islamabad,2,Transfer,ATM,0,0
ACC3021,68660,Karachi,1,Withdrawal,Desktop,0,0
ACC1188,125751,Lahore,5,Withdrawal,Mobile,0,0
ACC6531,99469,Peshawar,5,Withdrawal,ATM,0,0
ACC2529,373849,Islamabad,18,Withdrawal,Mobile,1,1
ACC5061,57405,Lahore,7,Deposit,ATM,0,0
ACC2192,105110,Peshawar,4,Payment,Mobile,0,0
ACC6670,983595,Quetta,22,Transfer,Mobile,1,1
ACC4806,23707,Lahore,3,Deposit,ATM,0,0
ACC8667,174275,Islamabad,9,Deposit,Mobile,0,0
ACC4680,8168,Quetta,1,Deposit,POS,0,0
ACC3402,126160,Islamabad,9,Withdrawal,Mobile,0,0
ACC9154,36890,Karachi,1,Deposit,Mobile,0,0
ACC5071,78036,Quetta,9,Payment,POS,0,0
ACC3562,151458,Islamabad,8,Payment,Mobile,0,0
ACC7241,28631,Lahore,5,Deposit,POS,0,0
ACC9425,187685,Quetta,3,Transfer,ATM,1,0
ACC2489,616533,Peshawar,31,Transfer,Desktop,1,1
ACC7756,32739,Lahore,2,Payment,Desktop,0,0
ACC2458,13058,Islamabad,4,Transfer,POS,0,0
ACC2381,129446,Islamabad,4,Withdrawal,POS,0,0
ACC1940,650949,Quetta,39,Transfer,Desktop,1,1
ACC5558,48504,Lahore,5,Transfer,Desktop,0,0
ACC9859,11030,Karachi,1,Deposit,Mobile,0,0
ACC5054,189436,Islamabad,4,Deposit,Desktop,0,0
ACC9575,96375,Islamabad,8,Transfer,Desktop,0,0
ACC7937,81468,Quetta,5,Deposit,POS,0,0
ACC7203,28260,Peshawar,1,Deposit,POS,0,0
ACC2555,32466,Karachi,4,Deposit,POS,0,0
ACC2997,114178,Karachi,3,Transfer,Desktop,0,0
ACC4735,104761,Karachi,3,Payment,ATM,0,0
ACC4636,195366,Islamabad,9,Transfer,ATM,0,0
ACC8438,105408,Karachi,2,Withdrawal,ATM,0,0
ACC5765,58273,Quetta,6,Transfer,Desktop,0,0
ACC2705,712705,Peshawar,34,Transfer,Desktop,1,1
ACC3954,436114,Peshawar,13,Withdrawal,Desktop,1,1
ACC5189,341351,Karachi,44,Transfer,Desktop,1,1
ACC2879,23242,Peshawar,2,Transfer,Desktop,0,0
ACC1193,681782,Lahore,35,Payment,POS,1,1
ACC8723,20984,Lahore,4,Transfer,Mobile,0,0
ACC7295,146245,Islamabad,7,Withdrawal,POS,0,0
ACC7071,187465,Peshawar,8,Transfer,Desktop,0,0
ACC1076,60841,Islamabad,8,Deposit,ATM,0,0
ACC9674,546215,Lahore,11,Withdrawal,Desktop,1,1
ACC5001,102664,Karachi,5,Transfer,Mobile,0,0
ACC7839,43898,Peshawar,2,Withdrawal,ATM,0,0
ACC1941,180368,Islamabad,6,Transfer,ATM,0,0
ACC5697,24596,Peshawar,6,Transfer,ATM,0,0
ACC2912,984881,Islamabad,14,Withdrawal,Mobile,1,1
ACC9867,85566,Karachi,9,Payment,Desktop,0,0
ACC7943,67728,Peshawar,9,Deposit,Desktop,0,0
ACC6571,16908,Islamabad,9,Deposit,Mobile,0,0
ACC8160,132186,Quetta,4,Deposit,ATM,0,0
ACC4442,445272,Peshawar,12,Transfer,Desktop,0,1
ACC8686,34986,Lahore,6,Transfer,ATM,0,0
ACC5092,16684,Peshawar,3,Transfer,ATM,0,0
ACC4045,171723,Karachi,9,Transfer,ATM,0,0
ACC9566,81913,Islamabad,2,Withdrawal,Desktop,0,0
ACC1720,80330,Islamabad,4,Withdrawal,POS,0,0
ACC4345,735103,Karachi,15,Deposit,Mobile,0,1
ACC5146,141804,Islamabad,1,Withdrawal,Desktop,1,0
ACC6532,184721,Karachi,7,Payment,Desktop,1,0
ACC8330,54823,Islamabad,3,Transfer,Desktop,0,0
ACC8462,135220,Karachi,1,Payment,ATM,0,0
ACC3402,363883,Lahore,39,Payment,Mobile,1,1
ACC9217,68884,Peshawar,5,Payment,ATM,0,0
ACC1995,165988,Karachi,4,Withdrawal,Desktop,1,0
ACC1737,434890,Peshawar,18,Payment,Mobile,1,1
ACC6235,129529,Lahore,5,Payment,POS,0,0
ACC4157,128344,Quetta,3,Deposit,Desktop,0,0
ACC4926,19751,Lahore,1,Payment,ATM,0,0
ACC7301,962920,Islamabad,29,Withdrawal,ATM,0,1
ACC3863,349486,Karachi,36,Withdrawal,Desktop,1,1
ACC1500,42646,Quetta,3,Payment,POS,0,0
ACC3123,11613,Islamabad,7,Payment,Desktop,1,0
ACC3529,125367,Lahore,9,Transfer,POS,0,0
ACC8708,176441,Peshawar,2,Withdrawal,ATM,1,0
ACC3095,33750,Islamabad,7,Withdrawal,Desktop,0,0
ACC8659,79816,Islamabad,2,Transfer,Desktop,1,0
ACC2120,374272,Quetta,44,Withdrawal,Mobile,1,1
ACC2532,184600,Islamabad,9,Payment,Desktop,0,0
ACC7588,543837,Islamabad,23,Withdrawal,Desktop,1,1
ACC2548,878758,Islamabad,13,Withdrawal,ATM,0,1
ACC2296,68452,Peshawar,7,Deposit,Mobile,1,0
ACC6436,38918,Karachi,8,Withdrawal,ATM,1,0
ACC8840,119552,Quetta,7,Withdrawal,POS,0,0
ACC6587,931701,Quetta,21,Withdrawal,Mobile,1,1
ACC9216,543277,Peshawar,49,Deposit,ATM,0,1
ACC7825,13065,Islamabad,6,Deposit,POS,0,0
ACC5112,680531,Lahore,31,Withdrawal,Mobile,1,1
ACC2667,138010,Islamabad,6,Withdrawal,POS,0,0
ACC7098,165525,Islamabad,7,Transfer,Desktop,0,0
ACC3456,195281,Lahore,1,Deposit,POS,1,0
ACC7881,140552,Peshawar,6,Withdrawal,Mobile,0,0
ACC9860,82922,Peshawar,8,Payment,Desktop,0,0
ACC5789,149594,Quetta,7,Transfer,Mobile,0,0
ACC2152,185776,Quetta,7,Payment,ATM,0,0
ACC8910,51619,Karachi,8,Withdrawal,Desktop,1,0
ACC9652,101639,Quetta,6,Transfer,Mobile,0,0
ACC4343,102794,Peshawar,9,Transfer,Mobile,0,0
ACC6213,167731,Karachi,5,Withdrawal,Desktop,0,0
ACC6208,191837,Peshawar,8,Withdrawal,POS,0,0
ACC8113,963821,Islamabad,22,Withdrawal,Mobile,1,1
ACC5651,588834,Peshawar,14,Transfer,Desktop,0,1
ACC3182,80859,Peshawar,5,Deposit,Desktop,1,0
ACC3255,172234,Islamabad,3,Payment,POS,0,0
ACC7673,129638,Islamabad,2,Payment,Desktop,0,0
ACC6954,199006,Islamabad,5,Transfer,Desktop,0,0
ACC5806,17263,Quetta,9,Withdrawal,ATM,0,0
ACC6649,31489,Islamabad,6,Withdrawal,POS,0,0
ACC3777,133253,Peshawar,3,Payment,POS,0,0
ACC8326,74150,Quetta,1,Payment,POS,0,0
ACC9162,183289,Lahore,6,Withdrawal,Mobile,1,0
ACC1397,108109,Peshawar,3,Deposit,Mobile,0,0
ACC3957,57754,Islamabad,6,Transfer,POS,0,0
ACC1561,696763,Peshawar,29,Withdrawal,Desktop,1,1
ACC8272,874520,Peshawar,35,Transfer,Mobile,0,1
ACC4297,198071,Quetta,8,Transfer,POS,0,0
ACC4238,29775,Lahore,9,Withdrawal,Mobile,0,0
ACC4948,65084,Peshawar,2,Transfer,Desktop,0,0
ACC9768,170986,Karachi,8,Transfer,ATM,0,0
ACC8211,128690,Lahore,5,Deposit,Desktop,1,0
ACC7670,62169,Quetta,3,Payment,Mobile,0,0
ACC5428,193528,Peshawar,4,Transfer,Desktop,1,0
ACC6381,95019,Karachi,1,Deposit,Mobile,0,0
ACC1802,877406,Quetta,31,Withdrawal,Mobile,1,1
ACC9265,182773,Quetta,4,Payment,Mobile,1,0
ACC4862,94219,Quetta,3,Transfer,POS,1,0
ACC5501,28740,Quetta,2,Deposit,ATM,0,0
ACC2329,7741,Peshawar,1,Withdrawal,POS,0,0
ACC5596,650452,Karachi,23,Payment,Mobile,1,1
ACC8254,28519,Quetta,1,Deposit,Desktop,0,0
ACC5300,191437,Quetta,4,Payment,Mobile,0,0
ACC5420,142275,Peshawar,2,Transfer,ATM,0,0
ACC7134,9301,Lahore,7,Withdrawal,Desktop,0,0
ACC3052,174657,Quetta,5,Transfer,POS,0,0
ACC1522,175271,Islamabad,5,Deposit,ATM,0,0
ACC6857,62258,Karachi,8,Transfer,POS,1,0
ACC6406,133251,Islamabad,6,Withdrawal,Mobile,0,0
ACC2751,131589,Karachi,2,Payment,ATM,0,0
ACC1646,85659,Islamabad,1,Transfer,Desktop,0,0
ACC7381,184556,Peshawar,6,Deposit,ATM,0,0
ACC3161,149832,Lahore,1,Deposit,POS,0,0
ACC6742,158978,Quetta,5,Deposit,Mobile,1,0
ACC6196,169020,Quetta,6,Payment,ATM,1,0
ACC6663,82677,Peshawar,6,Transfer,Desktop,0,0
ACC1165,90270,Lahore,5,Withdrawal,ATM,0,0
ACC5396,172647,Lahore,3,Withdrawal,ATM,0,0
ACC9321,149698,Karachi,3,Withdrawal,Mobile,0,0
ACC1788,83816,Quetta,9,Deposit,Mobile,0,0
ACC5411,31544,Islamabad,6,Payment,ATM,0,0
ACC8021,187475,Lahore,8,Deposit,ATM,1,0
ACC2070,78664,Karachi,5,Transfer,Desktop,0,0
ACC1801,62604,Karachi,3,Transfer,ATM,0,0
ACC9368,155350,Peshawar,1,Transfer,POS,0,0
ACC2540,76763,Karachi,7,Payment,Desktop,0,0
ACC7105,113690,Quetta,4,Transfer,POS,1,0
ACC7765,59954,Quetta,8,Withdrawal,Desktop,0,0
ACC2112,198461,Quetta,3,Payment,Mobile,0,0
ACC7931,96928,Quetta,5,Payment,ATM,0,0
ACC2076,169422,Karachi,9,Deposit,ATM,0,0
ACC9869,91185,Peshawar,1,Transfer,Desktop,0,0
ACC5003,141660,Quetta,8,Deposit,POS,0,0
ACC1617,311823,Lahore,22,Transfer,POS,0,1
ACC4956,112110,Karachi,6,Payment,ATM,1,0
ACC4250,33859,Quetta,4,Transfer,ATM,0,0
ACC8222,310277,Islamabad,13,Transfer,ATM,0,1
ACC7891,842180,Islamabad,31,Transfer,ATM,1,1
ACC6687,447921,Islamabad,49,Transfer,Desktop,1,1
ACC7960,538836,Quetta,20,Transfer,Desktop,1,1
ACC8153,77273,Quetta,6,Payment,Mobile,1,0
ACC4060,60614,Peshawar,1,Deposit,Desktop,0,0
ACC9737,11784,Karachi,6,Payment,POS,0,0
ACC6271,112559,Karachi,8,Withdrawal,Mobile,0,0
ACC5460,117310,Peshawar,8,Withdrawal,ATM,1,0
ACC9854,135308,Karachi,8,Withdrawal,Desktop,0,0
ACC2889,3870,Islamabad,7,Deposit,POS,0,0
ACC7713,169685,Lahore,7,Transfer,Mobile,0,0
ACC1089,544526,Quetta,15,Withdrawal,POS,1,1
ACC1052,66657,Peshawar,7,Payment,Desktop,0,0
ACC5294,108966,Lahore,5,Transfer,Desktop,0,0
ACC9671,158577,Peshawar,6,Payment,Mobile,0,0
ACC3866,437122,Quetta,48,Withdrawal,Desktop,0,1
ACC9201,949989,Karachi,35,Transfer,Mobile,1,1
ACC5878,35581,Karachi,2,Deposit,POS,0,0
ACC5445,107247,Karachi,9,Transfer,Desktop,0,0
ACC2198,166256,Karachi,4,Transfer,ATM,0,0
ACC5208,75499,Karachi,6,Payment,POS,1,0
ACC8964,146496,Quetta,5,Payment,Desktop,0,0
ACC5318,106278,Karachi,8,Payment,ATM,0,0
ACC6889,46119,Quetta,2,Withdrawal,Mobile,0,0
ACC5571,641405,Islamabad,31,Deposit,Mobile,1,1
ACC8634,65629,Peshawar,4,Payment,ATM,1,0
ACC2861,119958,Quetta,4,Deposit,POS,0,0
ACC2756,115019,Islamabad,9,Withdrawal,ATM,0,0
ACC3244,66627,Islamabad,8,Withdrawal,POS,0,0
ACC4089,9947,Karachi,2,Payment,Desktop,0,0
ACC9542,160558,Lahore,8,Transfer,Desktop,0,0
ACC9482,112384,Lahore,8,Withdrawal,POS,0,0
ACC5045,79306,Peshawar,8,Payment,ATM,0,0
ACC3203,151905,Peshawar,8,Payment,Desktop,0,0
ACC9636,150386,Karachi,5,Withdrawal,Desktop,0,0
ACC2742,8869,Quetta,7,Payment,POS,0,0
ACC7085,999691,Karachi,34,Transfer,ATM,0,1
ACC4813,51569,Karachi,9,Payment,POS,0,0
ACC2252,171227,Karachi,6,Deposit,POS,0,0
ACC1594,57433,Islamabad,8,Deposit,ATM,0,0
ACC8657,128341,Islamabad,9,Withdrawal,Desktop,0,0
ACC9176,861004,Lahore,18,Transfer,Desktop,1,1
ACC7650,22101,Islamabad,4,Payment,Desktop,0,0
ACC5932,131652,Karachi,2,Payment,Mobile,0,0
ACC8874,155111,Islamabad,5,Payment,POS,0,0
ACC4587,575758,Islamabad,37,Withdrawal,ATM,0,1
ACC9497,711965,Karachi,46,Withdrawal,POS,1,1
ACC9447,62574,Peshawar,5,Payment,POS,0,0
ACC8770,161595,Islamabad,3,Payment,Desktop,1,0
ACC8755,53069,Lahore,5,Transfer,ATM,0,0
ACC4762,160293,Islamabad,8,Deposit,Desktop,0,0
ACC2933,40584,Islamabad,6,Deposit,Mobile,0,0
ACC7125,111495,Peshawar,3,Deposit,Mobile,0,0
ACC9350,176462,Quetta,5,Payment,Mobile,1,0
ACC8291,108028,Lahore,2,Payment,POS,0,0
ACC3093,355027,Peshawar,17,Transfer,POS,1,1
ACC8271,46746,Lahore,7,Deposit,ATM,0,0
ACC5824,138677,Karachi,9,Transfer,POS,0,0
ACC5583,95651,Lahore,5,Withdrawal,Desktop,0,0
ACC2294,149866,Karachi,8,Deposit,Desktop,1,0
ACC8754,580139,Peshawar,30,Deposit,Desktop,1,1
ACC7770,96365,Karachi,2,Deposit,Mobile,0,0
ACC8465,191861,Peshawar,1,Deposit,POS,0,0
ACC8086,522205,Peshawar,20,Withdrawal,Desktop,1,1
ACC2814,774411,Lahore,14,Transfer,Mobile,0,1
ACC5328,60185,Islamabad,3,Deposit,Desktop,0,0
ACC3560,105415,Quetta,1,Transfer,ATM,1,0
ACC7311,12480,Lahore,1,Deposit,POS,0,0
ACC3933,130247,Islamabad,6,Withdrawal,ATM,1,0
ACC2176,121037,Quetta,8,Payment,POS,0,0
ACC3128,151736,Islamabad,9,Transfer,POS,0,0
ACC9911,93883,Lahore,5,Transfer,Desktop,0,0
ACC3394,81746,Islamabad,7,Transfer,POS,1,0
ACC9955,96958,Islamabad,9,Payment,POS,0,0
ACC9845,33850,Islamabad,6,Deposit,POS,1,0
ACC5069,157409,Quetta,8,Deposit,Mobile,0,0
ACC7636,99974,Islamabad,6,Deposit,Mobile,0,0
ACC3418,198685,Lahore,9,Payment,POS,0,0
ACC1622,168521,Quetta,8,Payment,ATM,0,0
ACC8776,52078,Karachi,2,Payment,POS,0,0
ACC1388,46861,Karachi,3,Transfer,Desktop,0,0
ACC9826,65094,Quetta,1,Transfer,ATM,0,0
ACC2597,50204,Karachi,2,Withdrawal,POS,1,0
ACC6296,47943,Islamabad,2,Payment,ATM,0,0
ACC7628,1601,Lahore,5,Transfer,Mobile,0,0
ACC4169,134138,Peshawar,4,Transfer,Desktop,0,0
ACC1463,140939,Lahore,3,Transfer,Mobile,0,0
ACC3838,59070,Quetta,1,Payment,ATM,0,0
ACC4419,152675,Lahore,6,Transfer,ATM,0,0
ACC4457,112353,Peshawar,4,Payment,Desktop,0,0
ACC9036,25679,Quetta,1,Withdrawal,Desktop,0,0
ACC7498,122359,Peshawar,3,Deposit,Desktop,0,0
ACC3012,176528,Islamabad,7,Transfer,Mobile,1,0
ACC1288,7663,Quetta,5,Deposit,Desktop,0,0
ACC2347,59821,Islamabad,2,Transfer,ATM,0,0
ACC7204,156511,Quetta,2,Withdrawal,ATM,0,0
ACC5376,44789,Quetta,5,Transfer,ATM,1,0
ACC2382,15575,Islamabad,4,Deposit,ATM,0,0
ACC4929,53698,Islamabad,3,Payment,ATM,0,0
ACC4690,93455,Lahore,7,Withdrawal,Mobile,0,0
ACC2680,170202,Peshawar,3,Withdrawal,ATM,0,0
ACC2037,183163,Karachi,9,Withdrawal,Mobile,0,0
ACC7674,49017,Karachi,8,Withdrawal,ATM,0,0
ACC9055,985704,Peshawar,41,Withdrawal,Desktop,0,1
ACC5156,174633,Karachi,7,Withdrawal,Desktop,0,0
ACC7430,546181,Quetta,29,Withdrawal,POS,0,1
ACC9459,54192,Karachi,4,Deposit,ATM,0,0
ACC9735,198859,Quetta,2,Payment,POS,0,0
ACC5264,125248,Islamabad,9,Deposit,ATM,1,0
ACC6019,881654,Lahore,15,Transfer,Mobile,1,1
ACC2473,79422,Peshawar,6,Deposit,Desktop,0,0
ACC2142,61412,Lahore,3,Withdrawal,ATM,0,0
ACC6376,29684,Lahore,8,Deposit,Mobile,1,0
ACC5804,21946,Islamabad,2,Payment,POS,0,0
ACC4843,151969,Islamabad,5,Transfer,Desktop,0,0
ACC3595,90679,Karachi,4,Withdrawal,Desktop,0,0
ACC3790,192573,Karachi,5,Deposit,Desktop,0,0
ACC2651,184967,Islamabad,1,Transfer,Mobile,1,0
ACC6291,452306,Karachi,29,Transfer,Desktop,1,1
ACC5415,150552,Peshawar,7,Payment,Mobile,0,0
ACC6059,606688,Karachi,40,Payment,Desktop,0,1
ACC9184,10278,Islamabad,5,Deposit,POS,0,0
ACC3976,19619,Peshawar,6,Deposit,Mobile,0,0
ACC9982,112126,Karachi,3,Payment,POS,0,0
ACC4449,111376,Islamabad,3,Payment,POS,0,0
ACC4746,53363,Quetta,5,Withdrawal,ATM,0,0
ACC4614,134348,Lahore,3,Transfer,Desktop,0,0
ACC7130,195717,Quetta,5,Payment,Mobile,0,0
ACC7173,173220,Lahore,3,Payment,POS,0,0
ACC1093,352908,Karachi,48,Transfer,Desktop,0,1
ACC1864,107138,Lahore,7,Transfer,Desktop,1,0
ACC6531,167464,Peshawar,8,Transfer,ATM,0,0
ACC2084,427455,Peshawar,25,Transfer,Desktop,1,1
ACC4218,42828,Peshawar,6,Payment,POS,1,0
ACC9961,556060,Peshawar,20,Withdrawal,ATM,1,1
ACC5335,60949,Islamabad,8,Transfer,Desktop,0,0
ACC5572,8208,Islamabad,6,Withdrawal,POS,0,0
ACC3711,90766,Quetta,9,Deposit,POS,0,0
ACC9667,178688,Karachi,7,Deposit,ATM,0,0
ACC3320,165720,Islamabad,9,Transfer,Mobile,0,0
ACC6677,80613,Karachi,2,Deposit,Desktop,0,0
ACC2804,427739,Quetta,26,Withdrawal,Desktop,1,1
ACC5828,63938,Islamabad,9,Payment,POS,0,0
ACC1404,189825,Lahore,8,Deposit,Mobile,0,0
ACC7681,726255,Islamabad,17,Transfer,POS,0,1
ACC2696,125922,Karachi,5,Transfer,Desktop,1,0
ACC7014,150196,Karachi,4,Transfer,Desktop,0,0
ACC1410,425702,Karachi,21,Withdrawal,Desktop,0,1
ACC3121,8379,Karachi,5,Withdrawal,Desktop,0,0
ACC2990,161525,Islamabad,9,Withdrawal,Mobile,1,0
ACC2022,44515,Islamabad,5,Deposit,Desktop,0,0
ACC5578,773639,Karachi,14,Withdrawal,POS,1,1
ACC3840,150357,Peshawar,3,Transfer,Mobile,0,0
ACC9849,21051,Islamabad,6,Deposit,ATM,0,0
ACC2287,87960,Quetta,3,Deposit,Desktop,0,0
ACC5225,59262,Karachi,6,Withdrawal,ATM,0,0
ACC5286,944074,Islamabad,37,Withdrawal,ATM,1,1
ACC3326,16456,Islamabad,6,Transfer,Mobile,0,0
ACC3754,102803,Karachi,4,Withdrawal,Desktop,0,0
ACC3322,974651,Lahore,24,Withdrawal,ATM,1,1
ACC3548,824760,Quetta,11,Withdrawal,Mobile,0,1
ACC9891,171020,Lahore,8,Transfer,Desktop,1,0
ACC5053,101339,Lahore,2,Payment,ATM,0,0
ACC5946,48516,Lahore,2,Payment,Desktop,0,0
ACC2381,109856,Karachi,3,Payment,ATM,0,0
ACC1397,137364,Karachi,1,Payment,Desktop,0,0
ACC5022,177855,Peshawar,1,Payment,ATM,0,0
ACC1011,186211,Lahore,3,Withdrawal,ATM,0,0
ACC1727,2586,Quetta,9,Payment,Mobile,0,0
ACC4604,14136,Islamabad,5,Transfer,POS,0,0
ACC3206,180189,Quetta,5,Withdrawal,POS,0,0
ACC2563,59235,Islamabad,6,Deposit,Mobile,0,0
ACC4031,128902,Peshawar,1,Deposit,POS,0,0
ACC3915,188961,Islamabad,9,Deposit,Mobile,1,0
ACC1418,312635,Islamabad,33,Withdrawal,Mobile,1,1
ACC9700,14860,Karachi,8,Transfer,POS,0,0
ACC1323,99815,Karachi,2,Transfer,Mobile,0,0
ACC5639,192577,Islamabad,8,Withdrawal,ATM,0,0
ACC4128,167267,Quetta,1,Withdrawal,POS,0,0
ACC3606,143748,Islamabad,2,Withdrawal,Mobile,1,0
ACC3540,652382,Lahore,18,Withdrawal,Mobile,1,1
ACC4960,143269,Lahore,6,Deposit,Desktop,0,0
ACC1960,78556,Karachi,8,Transfer,POS,0,0
ACC7296,141349,Karachi,8,Transfer,ATM,0,0
ACC1955,821816,Quetta,41,Transfer,Mobile,1,1
ACC4685,44879,Quetta,9,Deposit,ATM,0,0
ACC6878,59226,Karachi,3,Transfer,ATM,0,0
ACC4246,26589,Karachi,1,Deposit,POS,0,0
ACC1374,140091,Quetta,7,Deposit,Desktop,0,0
ACC4725,49579,Karachi,7,Payment,POS,0,0
ACC7576,165405,Islamabad,5,Transfer,Mobile,0,0
ACC4716,39317,Peshawar,7,Payment,ATM,0,0
ACC7654,189016,Lahore,9,Withdrawal,Mobile,0,0
ACC1290,73395,Islamabad,9,Deposit,ATM,0,0
ACC2431,27154,Islamabad,9,Deposit,ATM,0,0
ACC1598,2714,Peshawar,6,Withdrawal,POS,0,0
ACC4393,195869,Islamabad,8,Payment,ATM,0,0
ACC3393,873597,Peshawar,42,Transfer,Desktop,0,1
ACC4617,109003,Islamabad,1,Payment,POS,0,0
ACC9269,169005,Peshawar,4,Payment,Desktop,0,0
ACC6341,116593,Karachi,9,Deposit,Desktop,0,0
ACC2020,53335,Lahore,3,Transfer,Mobile,0,0
ACC3345,882724,Lahore,44,Transfer,Desktop,0,1
ACC2178,45235,Islamabad,3,Payment,Desktop,0,0
ACC8924,8394,Karachi,9,Withdrawal,POS,0,0
ACC6854,820503,Peshawar,12,Transfer,Mobile,1,1
ACC7037,113714,Peshawar,2,Payment,Desktop,0,0
ACC7709,30061,Quetta,5,Deposit,Desktop,0,0
ACC5546,113250,Lahore,5,Withdrawal,Mobile,0,0
ACC8169,84040,Karachi,2,Withdrawal,Desktop,0,0
ACC1244,52220,Quetta,4,Transfer,Mobile,0,0
ACC7566,56162,Lahore,4,Withdrawal,ATM,0,0
ACC4555,86746,Quetta,9,Transfer,ATM,0,0
ACC1976,972394,Peshawar,49,Transfer,Desktop,0,1
ACC5215,104988,Peshawar,5,Payment,Mobile,0,0
ACC1797,400908,Islamabad,24,Payment,Mobile,1,1
ACC2557,25335,Lahore,6,Payment,Mobile,0,0
ACC8297,124323,Peshawar,5,Transfer,ATM,0,0
ACC7631,89700,Islamabad,9,Transfer,Desktop,0,0
ACC8658,45090,Islamabad,2,Payment,ATM,0,0
ACC9625,670836,Peshawar,17,Payment,Desktop,1,1
ACC9513,172957,Islamabad,4,Payment,POS,0,0
ACC3902,55639,Peshawar,3,Withdrawal,POS,0,0
ACC4347,138953,Karachi,6,Deposit,POS,0,0
ACC5913,6218,Quetta,8,Withdrawal,Mobile,0,0
ACC3928,131287,Quetta,7,Payment,Desktop,0,0
ACC5266,113419,Karachi,7,Transfer,POS,0,0
ACC5252,38986,Lahore,2,Deposit,Desktop,0,0
ACC5072,197184,Islamabad,3,Payment,ATM,0,0
ACC8955,770415,Peshawar,45,Withdrawal,Mobile,1,1
ACC4082,62237,Peshawar,7,Deposit,POS,0,0
ACC8864,534683,Peshawar,48,Withdrawal,ATM,1,1
ACC6122,194925,Quetta,4,Payment,POS,1,0
ACC5048,108261,Karachi,2,Transfer,Desktop,0,0
ACC6669,121184,Peshawar,5,Payment,Mobile,0,0
ACC8032,786521,Karachi,38,Payment,Mobile,1,1
ACC6763,83049,Islamabad,4,Payment,Mobile,0,0
ACC6476,120835,Peshawar,9,Payment,POS,0,0
ACC3810,340098,Peshawar,13,Withdrawal,POS,1,1
ACC2737,131344,Quetta,2,Payment,Desktop,0,0
